Transaction Date,Posted Date,Card No.,Description,Category,Debit,Credit
2025-06-29,2025-07-01,4430,PAYPAL *HOME DEPOT,Merchandise,21.50,
2025-06-30,2025-07-01,4430,BLUE SHIELD CALIFORNIA,Insurance,13.39,
2025-06-30,2025-07-01,4430,BLUE SHIELD CALIFORNIA,Insurance,42.52,
2025-06-29,2025-06-30,4430,Ingram MIcro RBTS,Merchandise,81.77,
2025-06-29,2025-06-30,4430,X CORP. PAID FEATURES,Internet,8.00,
2025-06-29,2025-06-30,4430,AMAZON MKTPL*N32BY8AG2,Merchandise,21.33,
2025-06-27,2025-06-27,4430,CLAUDE.AI SUBSCRIPTION,Merchandise,20.00,
2025-06-26,2025-06-26,4430,CASH AUTO REDEMPTION,Payment/Credit,,25.00
2025-06-25,2025-06-26,4430,Ingram MIcro RBTS,Merchandise,37.27,
2025-06-25,2025-06-26,4430,"GITHUB, INC.",Internet,,16.00
2025-06-25,2025-06-26,4430,"GITHUB, INC.",Internet,,16.00
2025-06-25,2025-06-25,4430,FULLCALENDAR.IO,Merchandise,480.00,
2025-06-23,2025-06-24,4430,AMAZON PRIME*NO3US07C1,Entertainment,2.99,
2025-06-21,2025-06-23,4430,MOTHER'S TAVERN,Dining,31.00,
2025-06-20,2025-06-23,4430,GREEN CHEEK BEER CO,Dining,40.00,
2025-06-21,2025-06-23,4430,"GITHUB, INC.",Internet,16.00,
2025-06-20,2025-06-21,4430,Ingram MIcro RBTS,Merchandise,4.36,
2025-06-20,2025-06-21,4430,XAI LLC,Merchandise,30.00,
2025-06-20,2025-06-21,4430,OPENAI *CHATGPT SUBSCR,Merchandise,20.00,
2025-06-19,2025-06-20,4430,TST*HANGOUT - HUNTINGTON,Dining,31.69,
2025-06-17,2025-06-18,4430,FIVERR *,Other Services,5.00,
2025-06-17,2025-06-18,4430,FIVERR *,Other Services,5.00,
2025-06-16,2025-06-17,4430,Ingram MIcro RBTS,Merchandise,15.27,
2025-06-15,2025-06-17,4430,"GITHUB, INC.",Internet,,35.07
2025-06-16,2025-06-16,4430,YELP-GRUBHUB*CURRYANDK,Dining,40.26,
2025-06-12,2025-06-13,4430,PTO VALLARTA CARLS JR,Dining,22.36,
2025-06-12,2025-06-13,4430,Ingram MIcro RBTS,Merchandise,3.84,
2025-06-10,2025-06-12,4430,ZTL*TEAGUEAHNUKERNAN,Merchandise,58.52,
2025-06-10,2025-06-11,4430,BAKLAVA SAYULITA,Lodging,260.28,
2025-06-10,2025-06-10,4430,CAPITAL ONE ONLINE PYMT,Payment/Credit,,1457.64
2025-06-10,2025-06-10,4430,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,1000.00
2025-06-10,2025-06-10,4430,Microsoft-G096746928,Merchandise,6.24,
2025-06-08,2025-06-09,4430,MERPAGO*THEDOCK,Dining,58.80,
2025-06-08,2025-06-09,4430,YAH YAH CAFE,Dining,24.71,
2025-06-09,2025-06-09,4430,MICROSOFT#G095539032,Merchandise,29.57,
2025-06-07,2025-06-09,4430,MINISUPER MI TIENDITA,Merchandise,44.02,
2025-06-07,2025-06-09,4430,Ingram MIcro RBTS,Merchandise,17.46,
2025-06-06,2025-06-07,4430,POINTMP*BISTROTROPICAL,Merchandise,36.16,
2025-06-06,2025-06-07,4430,NETPAY *CHAMAN 1,Dining,57.95,
2025-06-06,2025-06-07,4430,Ingram MIcro RBTS,Merchandise,17.01,
2025-06-06,2025-06-06,4430,CASH AUTO REDEMPTION,Payment/Credit,,25.00
2025-06-05,2025-06-06,4430,MINISUPER CHEWBACCA,Merchandise,17.10,
2025-06-04,2025-06-05,4430,ZTL*ELIZABETHELLENBARR,Merchandise,23.64,
2025-06-04,2025-06-05,4430,Ingram MIcro RBTS,Merchandise,34.16,
2025-06-03,2025-06-05,4430,REST BAR DON PEDROS I,Dining,36.12,
2025-06-03,2025-06-04,4430,NETPAY *CHAMAN 2,Dining,52.57,
2025-06-03,2025-06-04,4430,MINISUPER CHEWBACCA,Merchandise,41.98,
2025-06-03,2025-06-04,4430,XOCHI RESTAURANT,Dining,21.27,
2025-06-04,2025-06-04,4430,MSFT * E0700WNGEE,Merchandise,226.00,
2025-06-02,2025-06-04,4430,BEER CART SNA,Dining,69.09,
2025-06-02,2025-06-03,4430,MERPAGO*MARGARITAS,Dining,50.04,
2025-06-02,2025-06-03,4430,COM RAP ACO PVR APTO P,Dining,62.55,
2025-06-02,2025-06-03,4430,SWA INFLIGHT WIFI,Internet,8.00,
2025-06-02,2025-06-03,4430,SOUTHWESTAIR INFLIGHT,Merchandise,17.00,
2025-06-03,2025-06-03,4430,Peacock A4D63 Premium,Phone/Cable,7.99,
2025-06-01,2025-06-02,4430,PAYPAL *PATREON MEMBERSH,Internet,1.00,
2025-06-01,2025-06-02,4430,ANTHEM BLUE INDIVIDUAL,Insurance,24.00,
2025-05-31,2025-06-02,4430,BLUE SHIELD CALIFORNIA,Insurance,13.39,
2025-05-31,2025-06-02,4430,BLUE SHIELD CALIFORNIA,Insurance,42.52,
2025-05-31,2025-06-02,4430,TST*PCH PIZZARIA,Dining,93.54,
2025-05-29,2025-05-30,4430,Ingram MIcro RBTS,Merchandise,81.77,
2025-05-29,2025-05-30,4430,X CORP. PAID FEATURES,Internet,8.00,
2025-05-27,2025-05-28,4430,Ingram MIcro RBTS,Merchandise,37.27,
2025-05-27,2025-05-27,4430,CLAUDE.AI SUBSCRIPTION,Merchandise,20.00,
2025-05-25,2025-05-27,4430,BUON GUSTO DELI,Dining,44.88,
2025-05-24,2025-05-26,4430,TST* SURF DOG'S SPORTS GR,Dining,81.84,
2025-05-23,2025-05-24,4430,AMAZON PRIME*NZ4SX3X30,Entertainment,2.99,
2025-05-20,2025-05-22,4430,PAYPAL *NAMECHEAP,Internet,12.49,
2025-05-21,2025-05-22,4430,"GITHUB, INC.",Internet,16.00,
2025-05-20,2025-05-21,4430,Ingram MIcro RBTS,Merchandise,4.36,
2025-05-20,2025-05-21,4430,PY *NEOTSAI GRILL TERIYAK,Dining,23.29,
2025-05-20,2025-05-21,4430,OPENAI *CHATGPT SUBSCR,Merchandise,20.00,
2025-05-20,2025-05-21,4430,XAI LLC,Merchandise,22.50,
2025-05-20,2025-05-20,4430,CASH AUTO REDEMPTION,Payment/Credit,,25.00
2025-05-20,2025-05-20,4430,CASH AUTO REDEMPTION,Payment/Credit,,25.00
2025-05-18,2025-05-20,4430,ARCO #42052,Gas/Automotive,77.08,
2025-05-18,2025-05-19,4430,AIRBNB * HM45KW3BC8,Other Travel,994.00,
2025-05-17,2025-05-19,4430,DOUBLE TREE PALM SPRINGS,Dining,17.30,
2025-05-17,2025-05-19,4430,DOUBLE TREE PALM SPRINGS,Dining,44.24,
2025-05-17,2025-05-19,4430,DOUBLE TREE PALM SPRINGS,Dining,49.89,
2025-05-16,2025-05-19,4430,ACC PIVAT CIGAR LOUNGE,Merchandise,64.00,
2025-05-16,2025-05-19,4430,ACC PIVAT CIGAR LOUNGE,Merchandise,153.43,
2025-05-16,2025-05-19,4430,DOUBLE TREE PALM SPRINGS,Dining,44.24,
2025-05-16,2025-05-17,4430,PILOT_00307,Gas/Automotive,29.01,
2025-05-16,2025-05-17,4430,Ingram MIcro RBTS,Merchandise,15.27,
2025-05-16,2025-05-17,4430,GLF*DPCC,Dining,24.04,
2025-05-14,2025-05-15,4430,Amazon.com*NW9UR5CQ1,Merchandise,30.05,
2025-05-11,2025-05-13,4430,BUON GUSTO DELI,Dining,22.31,
2025-05-10,2025-05-12,4430,Ingram MIcro RBTS,Merchandise,4.13,
2025-05-10,2025-05-12,4430,AIRBNB * HM45KW3BC8,Other Travel,897.65,
2025-05-10,2025-05-10,4430,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,1000.00
2025-05-10,2025-05-10,4430,CAPITAL ONE ONLINE PYMT,Payment/Credit,,1680.19
2025-05-10,2025-05-10,4430,Microsoft-G091899757,Merchandise,6.24,
2025-05-09,2025-05-10,4430,Microsoft msbill.info,Merchandise,29.19,
2025-05-08,2025-05-09,4430,"GITHUB, INC.",Internet,3.46,
2025-05-07,2025-05-08,4430,Ingram MIcro RBTS,Merchandise,17.46,
2025-05-07,2025-05-07,4430,Amazon.com*NI2CJ8S42,Merchandise,3.69,
2025-05-07,2025-05-07,4430,AMAZON MKTPL*NI6GD8SZ2,Merchandise,7.53,
2025-05-06,2025-05-07,4430,Ingram MIcro RBTS,Merchandise,17.01,
2025-05-06,2025-05-06,4430,ADOBE  *ADOBE,Merchandise,,29.99
2025-05-06,2025-05-06,4430,ADOBE  *ADOBE,Merchandise,,29.99
2025-05-06,2025-05-06,4430,ADOBE  *ADOBE,Merchandise,,29.99
2025-05-06,2025-05-06,4430,ADOBE  *ADOBE,Merchandise,,29.99
2025-05-06,2025-05-06,4430,ADOBE INC.,Merchandise,,29.99
2025-05-06,2025-05-06,4430,ADOBE  *ADOBE,Merchandise,,29.99
2025-05-05,2025-05-06,4430,Ingram MIcro RBTS,Merchandise,34.16,
2025-05-03,2025-05-05,4430,WALGREENS #12140,Health Care,4.30,
2025-05-03,2025-05-05,4430,PAYPAL *WALGREEN CO,Health Care,0.10,
2025-05-03,2025-05-03,4430,Peacock C27FF Premium,Phone/Cable,7.99,
2025-05-01,2025-05-02,4430,AMAZON MKTPL*N27FN79J0,Merchandise,58.63,
2025-05-01,2025-05-02,4430,PAYPAL *PATREON MEMBERSH,Internet,1.00,
2025-05-01,2025-05-02,4430,ANTHEM BLUE INDIVIDUAL,Insurance,24.00,
2025-05-01,2025-05-01,4430,CASH AUTO REDEMPTION,Payment/Credit,,25.00
2025-04-30,2025-05-01,4430,BLUE SHIELD CALIFORNIA,Insurance,42.52,
2025-04-30,2025-05-01,4430,BLUE SHIELD CALIFORNIA,Insurance,13.39,
2025-04-29,2025-04-30,4430,Ingram MIcro RBTS,Merchandise,81.77,
2025-04-29,2025-04-30,4430,X CORP. PAID FEATURES,Internet,8.00,
2025-04-28,2025-04-29,4430,ZTL*ALFREDOABARCABAILO,Merchandise,34.84,
2025-04-27,2025-04-29,4430,OLLIES PIZZA,Dining,271.73,
2025-04-27,2025-04-28,4430,RESTAURANTE MADRES,Dining,72.19,
2025-04-27,2025-04-28,4430,ZTL*ALFREDOABARCABAILO,Merchandise,79.14,
2025-04-26,2025-04-28,4430,OXXOARGON TIJ,Merchandise,21.57,
2025-04-26,2025-04-28,4430,EL PESCADOR,Dining,33.90,
2025-04-25,2025-04-28,4430,ARCO #42778,Gas/Automotive,55.56,
2025-04-25,2025-04-26,4430,Ingram MIcro RBTS,Merchandise,37.27,
2025-04-25,2025-04-26,4430,SANBORN'S,Insurance,99.00,
2025-04-24,2025-04-25,4430,ADOBE INC.,Merchandise,29.99,
2025-04-23,2025-04-24,4430,TST*MANGIA MANGIA RESTAU,Dining,207.74,
2025-04-23,2025-04-24,4430,AMAZON PRIME*6I0B970Q3,Entertainment,2.99,
2025-04-21,2025-04-22,4430,FSP*FLASHPOINT BREWING CO,Dining,73.38,
2025-04-21,2025-04-22,4430,"GITHUB, INC.",Internet,8.00,
2025-04-20,2025-04-21,4430,Ingram MIcro RBTS,Merchandise,4.36,
2025-04-19,2025-04-21,4430,MOTHER'S TAVERN,Dining,23.00,
2025-04-20,2025-04-21,4430,OPENAI *CHATGPT SUBSCR,Merchandise,20.00,
2025-04-20,2025-04-21,4430,AMAZON MKTPL*X46PF9UF3,Merchandise,49.52,
2025-04-18,2025-04-19,4430,TACO SURF SURFSIDE,Dining,91.01,
2025-04-18,2025-04-18,4430,CASH AUTO REDEMPTION,Payment/Credit,,25.00
2025-04-17,2025-04-18,4430,LOY*MEMORIALCAREMYCHART,Health Care,20.00,
2025-04-17,2025-04-18,4430,"GITHUB, INC.",Internet,0.51,
2025-04-16,2025-04-17,4430,Ingram MIcro RBTS,Merchandise,15.27,
2025-04-14,2025-04-16,4430,Ingram MIcro RBTS,Merchandise,,0.64
2025-04-14,2025-04-16,4430,HARBOUR RACKHOUSE,Dining,122.67,
2025-04-13,2025-04-15,4430,BUON GUSTO DELI,Dining,18.32,
2025-04-11,2025-04-12,4430,HUNTINGTON BEACH ELKS LO,Dining,27.75,
2025-04-10,2025-04-11,4430,Ingram MIcro RBTS,Merchandise,4.18,
2025-04-10,2025-04-10,4430,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,1000.00
2025-04-10,2025-04-10,4430,MICROSOFT#G087227004,Merchandise,6.24,
2025-04-09,2025-04-09,4430,MICROSOFT#G086035138,Merchandise,64.31,
2025-04-07,2025-04-08,4430,Ingram MIcro RBTS,Merchandise,17.46,
2025-04-06,2025-04-07,4430,Ingram MIcro RBTS,Merchandise,17.01,
2025-04-06,2025-04-07,4430,ROMANS MEXI CALI GRILL,Dining,38.22,
2025-04-05,2025-04-07,4430,MOTHER'S TAVERN,Dining,58.00,
2025-04-05,2025-04-07,4430,HUNTINGTON BEACH LIONS FO,Other Services,1.00,
2025-04-05,2025-04-07,4430,TST* HURRICANES HB,Dining,66.27,
2025-04-04,2025-04-07,4430,TST*SANDYS BEACH SHACK,Dining,38.48,
2025-04-04,2025-04-05,4430,Ingram MIcro RBTS,Merchandise,34.16,
2025-04-03,2025-04-04,4430,MICROSOFT ALUMNI NETWORK,Other,99.00,
2025-04-03,2025-04-03,4430,CAPITAL ONE ONLINE PYMT,Payment/Credit,,1516.22
2025-04-03,2025-04-03,4430,Peacock 1938F Premium,Phone/Cable,7.99,
2025-04-01,2025-04-02,4430,PAYPAL *PATREON MEMBERSH,Internet,1.00,
2025-04-01,2025-04-02,4430,ANTHEM BLUE INDIVIDUAL,Insurance,24.00,
2025-03-30,2025-04-01,4430,Ingram MIcro RBTS,Merchandise,,22.18
2025-03-31,2025-04-01,4430,BLUE SHIELD CALIFORNIA,Insurance,13.39,
2025-03-31,2025-04-01,4430,BLUE SHIELD CALIFORNIA,Insurance,42.52,
2025-03-28,2025-03-31,4430,SHOGUN RESTAURANT,Dining,102.25,
2025-03-30,2025-03-31,4430,ADOBE,Merchandise,15.00,
2025-03-29,2025-03-31,4430,Ingram MIcro RBTS,Merchandise,80.55,
2025-03-29,2025-03-31,4430,X CORP. PAID FEATURES,Internet,8.00,
2025-03-29,2025-03-31,4430,HB LIONS CRAB,Other Services,155.25,
2025-03-27,2025-03-27,4430,CASH AUTO REDEMPTION,Payment/Credit,,25.00
2025-03-25,2025-03-26,4430,Ingram MIcro RBTS,Merchandise,37.27,
2025-03-25,2025-03-26,4430,SQ *BENEV & PROT ORDER OF,Other Services,200.00,
2025-03-23,2025-03-24,4430,AMAZON PRIME*U90V45SF3,Entertainment,2.99,
2025-03-22,2025-03-24,4430,TST*SEA LEGS AT THE BEAC,Dining,27.86,
2025-03-22,2025-03-24,4430,TST*SEA LEGS AT THE BEAC,Dining,49.39,
2025-03-22,2025-03-24,4430,CAPTAIN JACK'S,Dining,105.00,
2025-03-21,2025-03-24,4430,SUNSET PIZZA & PASTA,Dining,28.25,
2025-03-21,2025-03-22,4430,"GITHUB, INC.",Internet,4.00,
2025-03-21,2025-03-22,4430,ADOBE  *ADOBE,Merchandise,29.99,
2025-03-20,2025-03-21,4430,Ingram MIcro RBTS,Merchandise,4.36,
2025-03-20,2025-03-21,4430,OPENAI *CHATGPT SUBSCR,Merchandise,20.00,
2025-03-19,2025-03-20,4430,Ingram MIcro RBTS,Merchandise,3.76,
2025-03-17,2025-03-19,4430,TIMBERLINE DIA,Dining,100.32,
2025-03-18,2025-03-19,4430,TST* COORS SILVER BULLET,Dining,39.36,
2025-03-17,2025-03-19,4430,TST*MODERN MARKET C CONC,Dining,3.76,
2025-03-18,2025-03-19,4430,SQ *RIDEYELLOW,Other Travel,53.26,
2025-03-17,2025-03-18,4430,Breeze Thru Car Wash,Gas/Automotive,15.00,
2025-03-16,2025-03-17,4430,Ingram MIcro RBTS,Merchandise,15.27,
2025-03-14,2025-03-15,4430,MAVERIK #5261,Gas/Automotive,5.99,
2025-03-13,2025-03-15,4430,GROOME TRANSPORTATION GRE,Other Travel,64.00,
2025-03-12,2025-03-13,4430,TST* VILLAGE INN - 700041,Dining,170.15,
2025-03-12,2025-03-13,4430,Ingram MIcro RBTS,Merchandise,4.09,
2025-03-11,2025-03-13,4430,SANDY'S LOVELAND,Gas/Automotive,28.14,
2025-03-11,2025-03-12,4430,WAL-MART #0953,Merchandise,15.22,
2025-03-11,2025-03-12,4430,THE DAM STORE,Merchandise,61.44,
2025-03-11,2025-03-12,4430,AMAZON MKTPL*DV2A275T3,Merchandise,10.65,
2025-03-10,2025-03-12,4430,BUC-EE'S #60,Merchandise,11.61,
2025-03-10,2025-03-10,4430,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,1000.00
2025-03-09,2025-03-10,4430,MICROSOFT#G082599386,Merchandise,6.24,
2025-03-08,2025-03-10,4430,ARCO #42052,Gas/Automotive,26.67,
2025-03-09,2025-03-10,4430,Microsoft-G081960622,Merchandise,61.66,
2025-03-07,2025-03-08,4430,Ingram MIcro RBTS,Merchandise,17.46,
2025-03-07,2025-03-07,4430,CAPITAL ONE ONLINE PYMT,Payment/Credit,,3857.22
2025-03-06,2025-03-07,4430,Ingram MIcro RBTS,Merchandise,17.01,
2025-03-06,2025-03-06,4430,CASH AUTO REDEMPTION,Payment/Credit,,25.00
2025-03-04,2025-03-05,4430,Ingram MIcro RBTS,Merchandise,204.77,
2025-03-02,2025-03-05,4430,PAYPAL *EBAY 800-456-3229,Merchandise,21.55,
2025-03-03,2025-03-04,4430,Ingram MIcro RBTS,Merchandise,9.40,
2025-03-02,2025-03-04,4430,LAZ PARKING M33189,Gas/Automotive,20.00,
2025-03-02,2025-03-03,4430,CHEVRON 0098474,Gas/Automotive,17.22,
2025-03-02,2025-03-03,4430,NEWPORT BEACH ELKS,Other,16.36,
2025-03-02,2025-03-03,4430,Ingram MIcro RBTS,Merchandise,221.76,
2025-03-02,2025-03-03,4430,Peacock 3EEB4 Premium,Phone/Cable,7.99,
2025-03-01,2025-03-03,4430,Ingram MIcro RBTS,Merchandise,81.77,
2025-03-01,2025-03-03,4430,ANTHEM BLUE INDIVIDUAL,Insurance,24.00,
2025-03-01,2025-03-03,4430,PAYPAL *PATREON  MEMBERSH,Internet,1.00,
2025-03-01,2025-03-03,4430,TST* 320 MAIN,Dining,84.60,
2025-02-28,2025-03-01,4430,BLUE SHIELD CALIFORNIA,Insurance,13.39,
2025-02-28,2025-03-01,4430,X CORP. PAID FEATURES,Internet,8.00,
2025-02-28,2025-03-01,4430,BLUE SHIELD CALIFORNIA,Insurance,42.52,
2025-02-25,2025-02-26,4430,Ingram MIcro RBTS,Merchandise,37.27,
2025-02-23,2025-02-25,4430,BUON GUSTO DELI,Dining,126.10,
2025-02-23,2025-02-24,4430,AMAZON PRIME*HA7QN3UC3,Entertainment,2.99,
2025-02-22,2025-02-24,4430,AMAZON MKTPL*WI0KQ4BH3,Merchandise,17.23,
2025-02-21,2025-02-22,4430,ADOBE  *ADOBE,Merchandise,29.99,
2025-02-21,2025-02-22,4430,"GITHUB, INC.",Internet,4.00,
2025-02-21,2025-02-21,4430,eBay O*25-12719-32790,Merchandise,4.68,
2025-02-20,2025-02-21,4430,Ingram MIcro RBTS,Merchandise,4.36,
2025-02-20,2025-02-21,4430,OPENAI *CHATGPT SUBSCR,Merchandise,20.00,
2025-02-19,2025-02-20,4430,Ingram MIcro RBTS,Merchandise,3.76,
2025-02-18,2025-02-19,4430,ADOBE  *ADOBE,Merchandise,34.99,
2025-02-17,2025-02-19,4430,HOTEL PTO NVO SPA,Lodging,177.74,
2025-02-18,2025-02-18,4430,CASH AUTO REDEMPTION,Payment/Credit,,25.00
2025-02-17,2025-02-18,4430,HAPPY HOUR,Dining,72.48,
2025-02-17,2025-02-18,4430,RESTAURANTE MADRES,Dining,29.41,
2025-02-16,2025-02-18,4430,RUBENS PALM GRILL,Dining,20.15,
2025-02-16,2025-02-18,4430,RUBENS PALM GRILL,Dining,21.98,
2025-02-16,2025-02-17,4430,HAPPY HOUR,Dining,35.36,
2025-02-16,2025-02-17,4430,REST SPLASH,Dining,66.17,
2025-02-16,2025-02-17,4430,Ingram MIcro RBTS,Merchandise,15.27,
2025-02-16,2025-02-17,4430,RESTAURANTE MADRES,Dining,36.54,
2025-02-15,2025-02-17,4430,CLIP MX*RESTBLOODLUST,Dining,20.15,
2025-02-15,2025-02-17,4430,CLIP MX*RESTBLOODLUST,Dining,8.89,
2025-02-15,2025-02-17,4430,REST BLOODLUST,Dining,6.91,
2025-02-15,2025-02-17,4430,REST FINCA ALTOZANO I,Dining,92.84,
2025-02-14,2025-02-17,4430,ARCO #42778,Gas/Automotive,24.60,
2025-02-14,2025-02-15,4430,REST SPLASH,Dining,66.68,
2025-02-14,2025-02-15,4430,SANBORN'S,Insurance,33.00,
2025-02-14,2025-02-14,4430,CASH AUTO REDEMPTION,Payment/Credit,,50.00
2025-02-14,2025-02-14,4430,CASH AUTO REDEMPTION,Payment/Credit,,25.00
2025-02-13,2025-02-14,4430,Ingram Micro IMD,Merchandise,271.04,
2025-02-13,2025-02-14,4430,Ingram MIcro RBTS,Merchandise,4.16,
2025-02-13,2025-02-13,4430,INTEREST CHARGE:PURCHASES,Fee/Interest Charge,24.90,
2025-02-13,2025-02-13,4430,CAPITAL ONE MEMBER FEE,Fee/Interest Charge,95.00,
2025-02-13,2025-02-13,4430,AIRBNB * HMD9AYS8J3,Other Travel,1579.99,
2025-02-12,2025-02-13,4430,Ingram Micro IMD,Merchandise,1976.17,
2025-02-11,2025-02-12,4430,Ingram MIcro RBTS,Merchandise,7.17,
2025-02-08,2025-02-12,4430,SHOGUN RESTAURANT,Dining,80.65,
2025-02-10,2025-02-10,4430,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,1000.00
2025-02-09,2025-02-10,4430,MICROSOFT#G078287842,Merchandise,6.24,
2025-02-09,2025-02-10,4430,MICROSOFT#G077190706,Merchandise,67.57,
2025-02-07,2025-02-08,4430,Ingram MIcro RBTS,Merchandise,8.73,
2025-02-06,2025-02-08,4430,KINGS FISH HOUSE - H,Dining,283.59,
2025-02-07,2025-02-08,4430,AMAZON MKTPL*Z70YV9H81,Merchandise,10.76,
2025-02-06,2025-02-07,4430,Ingram MIcro RBTS,Merchandise,17.01,
2025-02-05,2025-02-06,4430,AMAZON MKTPL*Z70CT0J81,Merchandise,17.23,
2025-02-05,2025-02-05,4430,CASH AUTO REDEMPTION,Payment/Credit,,25.00
2025-02-04,2025-02-05,4430,Ingram MIcro RBTS,Merchandise,204.77,
2025-02-04,2025-02-04,4430,Amazon.com*Z74K02PF0,Merchandise,33.78,
2025-02-03,2025-02-04,4430,Ingram MIcro RBTS,Merchandise,9.40,
2025-02-02,2025-02-03,4430,Ingram MIcro RBTS,Merchandise,4.18,
2025-02-02,2025-02-03,4430,AMZN Mktp US*ZC5ER9KY1,Merchandise,5.99,
2025-02-02,2025-02-03,4430,Peacock 0F711 Premium,Phone/Cable,7.99,
2025-02-01,2025-02-03,4430,TST*THE ABBEY - SEAL BEA,Dining,78.34,
2025-01-31,2025-02-03,4430,BUON GUSTO DELI,Dining,31.78,
2025-02-01,2025-02-03,4430,PAYPAL *PATREON  MEMBERSH,Internet,1.00,
2025-02-01,2025-02-03,4430,ANTHEM BLUE INDIVIDUAL,Insurance,24.00,
2025-01-31,2025-02-01,4430,BLUE SHIELD CALIFORNIA,Insurance,13.39,
2025-01-31,2025-02-01,4430,BLUE SHIELD CALIFORNIA,Insurance,42.52,
2025-01-30,2025-01-31,4430,Ingram MIcro RBTS,Merchandise,81.77,
2025-01-29,2025-01-30,4430,X CORP. PAID FEATURES,Internet,8.00,
2025-01-28,2025-01-29,4430,AMAZON MKTPL*ZC87V6XD0,Merchandise,21.33,
2025-01-26,2025-01-27,4430,YELP-GRUBHUB*HOTNCHILI,Dining,67.34,
2025-01-25,2025-01-27,4430,Ingram MIcro RBTS,Merchandise,37.27,
2025-01-23,2025-01-24,4430,AMAZON PRIME*ZG3UR7S40,Entertainment,2.99,
2025-01-23,2025-01-23,4430,THE MARTYRMADE PODCAST,Internet,40.00,
2025-01-22,2025-01-22,4430,CAPITAL ONE ONLINE PYMT,Payment/Credit,,3699.90
2025-01-21,2025-01-22,4430,"GITHUB, INC.",Internet,4.00,
2025-01-21,2025-01-22,4430,ADOBE  *ADOBE,Merchandise,29.99,
2025-01-20,2025-01-21,4430,Ingram MIcro RBTS,Merchandise,4.36,
2025-01-20,2025-01-21,4430,OPENAI *CHATGPT SUBSCR,Merchandise,20.00,
2025-01-19,2025-01-20,4430,Ingram MIcro RBTS,Merchandise,3.76,
2025-01-18,2025-01-20,4430,"GITHUB, INC.",Internet,4.00,
2025-01-18,2025-01-20,4430,ADOBE  *ADOBE,Merchandise,34.99,
2025-01-16,2025-01-17,4430,Ingram MIcro RBTS,Merchandise,15.27,
2025-01-16,2025-01-16,4430,INTEREST CHARGE:PURCHASES,Fee/Interest Charge,79.72,
2025-01-15,2025-01-16,4430,Amazon.com*Z57TW05Z0,Merchandise,64.83,
2025-01-11,2025-01-13,4430,CAPTAIN JACK'S,Dining,212.25,
2025-01-11,2025-01-13,4430,DAIMON JAPANESE RESTAURAN,Dining,120.00,
2025-01-12,2025-01-13,4430,AMAZON MKTPL*ZD6Z11RE0,Merchandise,3.69,
2025-01-11,2025-01-13,4430,Ingram MIcro RBTS,Merchandise,4.19,
2025-01-09,2025-01-11,4430,WALGREENS #12140,Health Care,68.67,
2025-01-10,2025-01-11,4430,AMAZON MKTPL*ZD8QG1QO0,Merchandise,33.38,
2025-01-10,2025-01-10,4430,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,1000.00
2025-01-09,2025-01-09,4430,MICROSOFT#G073094386,Merchandise,71.13,
2025-01-06,2025-01-08,4430,SUNSET VAPOR,Merchandise,43.23,
2025-01-05,2025-01-06,4430,TST* THE OLIVE PIT - HUNT,Dining,38.80,
2025-01-04,2025-01-06,4430,Ingram MIcro RBTS,Merchandise,204.77,
2025-01-03,2025-01-04,4430,Ingram MIcro RBTS,Merchandise,9.40,
2025-01-02,2025-01-04,4430,ROMANS MEXI CALI GRILL,Dining,25.30,
2024-12-30,2025-01-03,5880,PURCHASE ADJUSTMENT,Other,,430.03
2025-01-02,2025-01-03,4430,Ingram MIcro RBTS,Merchandise,4.18,
2025-01-02,2025-01-03,4430,Peacock 2D332 Premium,Phone/Cable,7.99,
2025-01-02,2025-01-02,4430,CASH AUTO REDEMPTION,Payment/Credit,,25.00
2025-01-02,2025-01-02,4430,ANTHEM BLUE INDIVIDUAL,Insurance,24.00,
2025-01-01,2025-01-02,4430,PAYPAL *PATREON  MEMBERSH,Internet,1.00,
2024-12-31,2025-01-02,4430,BLUE SHIELD CALIFORNIA,Insurance,13.39,
2024-12-31,2025-01-02,4430,BLUE SHIELD CALIFORNIA,Insurance,42.52,

